simulation_id,flow_mol_s,T_in_C,P_in_kPa,relative_humidity,H2O_in_ppmv,inlet_dew_point_C,CO2_in_vol_pct,N2_in_vol_pct,O2_in_vol_pct,PM2_5_in_mg_m3,mist_in_mg_m3,SO2_in_ppmv,NOx_in_ppmv,HCl_in_ppmv,H2S_in_ppmv,pretreatment_pm_efficiency,pretreatment_acid_efficiency,PM2_5_after_pretreatment_mg_m3,SO2_after_pretreatment_ppmv,NOx_after_pretreatment_ppmv,HCl_after_pretreatment_ppmv,H2S_after_pretreatment_ppmv,bed_length_m,bed_diameter_m,particle_diameter_m,bed_porosity,particle_sphericity,adsorbent_bulk_density_kg_m3,guard_bed_age_h,cycles_since_regen,gas_density_kg_m3,gas_viscosity_Pa_s,flow_actual_m3_s,superficial_velocity_m_s,Re_particle,residence_time_s,deltaP_guard_bed_kPa,moisture_removal_efficiency,impurity_removal_efficiency,H2O_out,H2O_out_ppmv,SO2_out_ppmv,NOx_out_ppmv,HCl_out_ppmv,H2S_out_ppmv,impurity_out,impurity_out_ppmv,pressure_drop_model_source
17,735.5746921836537,38.580192892640085,103.30411403348171,0.8652564609897135,57231.60201620839,28.32619778067687,13.882579999692208,80.31474544456965,5.802674555738141,13.201924012061939,1.3070246155176146,11.416776187045901,4.323054487153039,3.4036293799712225,2.2333878551293145,0.8554660588136668,0.29904135718055197,1.9081261087058006,8.002687941445089,3.870584258801737,2.2331295384760987,1.6656938201171472,2.416981982890001,3.26359167830348,0.005340904481728177,0.41752434769494484,0.7990354894309735,757.0589398833508,78.16618579885416,2,1.129668587027785,1.901171732507422e-05,18.455346971981974,2.2061787600488367,700.1405221427003,0.4574193370324366,30.101858212529873,0.7311352742202105,0.7925961693383851,15387.558982025914,15387.558982025914,1.3426431443052314,1.2629455406681842,0.28616262886029187,0.411482406057449,3.3032337198911566,3.3032337198911566,calibrated_ergun_with_preprocessing_reference
18,525.3746955543719,50.02239333465854,108.76767031248701,0.6032840413280717,68635.03104475362,38.916011063349686,9.43021875166635,84.13240566348813,6.43737558484553,12.316640513811127,2.484197774607356,7.818993935927623,3.3473372990478194,3.589163261597535,0.11120826618359829,0.7583174234137802,0.10244342535791522,2.9767174142640958,7.01798941427843,3.2273178544878496,3.1663241561076703,0.10152459382503007,2.342960031600069,3.7964415894050876,0.003851725313592117,0.46042758955931257,0.7423481016929904,759.8030407043325,533.9967651260256,11,1.1422456180812788,1.9539142039043667e-05,12.978896358222132,1.146553800704654,258.1688003927795,0.9408746795138959,10.172883721810363,0.8040098177252839,0.8481289828162866,13451.792244892058,13451.792244892058,0.7682211797636266,0.9007133167089725,0.2123277417428111,0.01972394085795364,1.900986179073364,1.900986179073364,calibrated_ergun_with_preprocessing_reference
19,442.4250949325449,42.58098395257411,109.04481652872718,0.6574324702539209,50978.24977047991,38.65056904388507,14.300118445763987,78.74196385590247,6.957917698333545,15.245663717141513,7.477362470455561,0.5298080295874438,7.222017453023127,0.5084454804295159,1.7708131557735232,0.9132780803746998,0.5410921532044068,1.3221332235123016,0.24313306207298974,5.854295512075495,0.1920622416679617,0.9563660179003648,1.2744015221992384,3.6192906115076875,0.005402891560925029,0.47133545162067364,0.8821427638119199,693.5865724753002,428.58225746555485,20,1.180180753781355,1.9197202286953047e-05,10.65089528081653,1.035259729792,343.86356285757665,0.5802124816856695,4.6329725385751805,0.8198187454021669,0.8573779871260938,9185.325000846766,9185.325000846766,0.024253279940848974,1.5878530252185747,0.010925309687339065,0.17739720508631293,1.8004288199330756,1.8004288199330756,calibrated_ergun_with_preprocessing_reference
20,627.9942475407818,29.450876307511603,106.5026863966577,0.574409037010206,22138.740837042988,20.958544755058515,11.01342632514718,83.94045316420002,5.046120510652795,8.795530921794327,9.465642090225142,9.419767332679825,22.347010305350633,2.293928468334963,0.5165045887810235,0.7841409676816133,0.32875873230112396,1.898594793504971,6.322936565816466,19.775639132803104,1.4266571008098126,0.37217000402096523,2.122451770630807,3.6609748536401803,0.0035193835392675096,0.3710065206989038,0.758541978064867,755.6059795019223,1763.85061613239,18,1.2160562689885879,1.8584040171858834e-05,14.83540714226887,1.409341032830351,324.5609234462836,0.5587316543190094,23.11881472795228,0.8186595873721175,0.7770538666158497,4014.648398451128,4014.648398451128,1.164011143640317,6.713912807800396,0.20720874263866723,0.09743367039118425,8.182566364470565,8.182566364470565,calibrated_ergun_with_preprocessing_reference
21,559.2171560935158,39.443700045923606,99.67840735476366,0.6132307424683106,44037.68250676656,30.423678234819892,12.741326750901703,84.67952317166882,2.579150077429477,7.949312860287851,4.242160437152918,2.6506608940286953,20.673057444633486,1.2749932361557792,0.13584882162799933,0.9000596029998372,0.24229636832081944,0.7944574831356672,2.008415385755526,18.919905085310653,0.9197280707885018,0.10787049692504135,1.5961159848890807,2.933690654937509,0.00428370964104405,0.4333185056443954,0.8532721146578353,630.5983972488254,1451.6668520154276,8,1.0925522974238526,1.90518499763586e-05,14.581217979215076,2.157124871185768,529.9078992610177,0.3206242729133631,20.222123062735438,0.8170232598128795,0.7900011675442467,8057.871590483528,8057.871590483528,0.34243236111179715,6.21517004417217,0.12048319606775437,0.026913569336398657,6.70499917068812,6.70499917068812,calibrated_ergun_with_preprocessing_reference
22,686.2909714429004,41.22896305451114,103.96442858702265,0.8213869005410761,62204.76872657525,36.42284869317458,8.720591470729437,84.38545605199432,6.893952477276242,9.844676950589674,1.2469815709191572,9.608451408627847,11.142884072698202,3.3511556257568236,1.734554346345808,0.7897887223940666,0.2412520164108952,2.0694621194011398,7.290393131710272,10.20199893478825,2.4214116159331924,1.378859322760131,1.8665610179887857,3.0327888013403053,0.0052101170654466605,0.4663683464068449,0.9134220114319903,650.7992435402819,184.25253225566462,14,1.1251437537783728,1.9134649932398763e-05,17.254849545964625,2.3885644261007144,731.7655057862775,0.3644469313511421,19.70014051080193,0.7635333305755247,0.7757317044847757,14709.354483093004,14709.354483093004,1.352234586763275,3.4750870153783686,0.35520927983739276,0.36271567470516314,5.5452465566842,5.5452465566842,calibrated_ergun_with_preprocessing_reference
23,671.4624089730754,28.50277309082382,109.3975217359332,0.9189385360398968,32638.78028632751,24.86526004824086,14.408886345861594,84.51602013930868,1.0750935148297338,17.92289603392183,3.9396327821201327,9.276653451687299,11.021460545242663,2.753783546172709,2.4718682155392044,0.9423499868265547,0.5451098512076226,1.0332551924618842,4.219858268933357,8.918693193974894,1.027501826193674,1.3265444576383913,1.399696768778825,3.0467138878298576,0.004802521223835243,0.3743607067037873,0.796633065826433,750.8544197982139,560.6093788926961,18,1.2480185570828017,1.853926571252246e-05,15.394150486017114,2.1115555049696266,682.6534804224312,0.24815424946103215,23.53883036915428,0.713172151036243,0.7666529116842256,9361.711142327997,9361.711142327997,0.8229333087222171,3.1067824042326264,0.1609908327002108,0.3603952452576991,4.4511017909127535,4.4511017909127535,calibrated_ergun_with_preprocessing_reference
24,609.5746784892274,48.13244397574964,111.63728894108424,0.6164049254891539,62140.885573988875,45.29129063018082,12.901975424015864,81.99290836488056,5.105116211103572,3.561440554825083,2.9913873701138307,2.2120734941588736,31.76720605103628,0.18814986500737277,0.8226544744535349,0.9440253284953845,0.38691491521530663,0.19935046513954977,1.3561892657163659,27.465284008483923,0.10443217758020891,0.5521017811540551,1.710344530594496,3.1378947359052214,0.003240147850938555,0.45063962073536934,0.8110935957377445,643.2519255218883,1257.5470207858345,13,1.182251163300288,1.9452669481461706e-05,14.586087577304841,1.886132481510704,371.4219488070782,0.40863991164426744,25.433262415211402,0.8085823733895208,0.7858679437873836,11894.860832046317,11894.860832046317,0.23711431259957175,9.118810679592722,0.014155286853991466,0.13991664421301026,9.509996923259294,9.509996923259294,calibrated_ergun_with_preprocessing_reference
25,640.4582389291635,44.11152444253414,108.51519075504126,0.5810770407366502,49045.41149817773,32.93814771701738,12.988169585314852,82.2919531276531,4.719877287032044,15.484263786979874,3.4718488763560904,6.082258220696802,31.852418086722974,2.3526245227425524,2.9774573029296887,0.7908265139605025,0.25248503602432226,3.238897435077731,4.54657903473494,29.037627461892164,1.6695216622597415,2.3384584006972675,1.9013856658401824,3.0399300619191347,0.004015369449891978,0.46133746479446236,0.8213402268033317,709.0980696810634,305.41026337716505,0,1.1696539013479965,1.9267854815088035e-05,15.568682803172694,2.145037083858856,522.8586818796412,0.4089348614417518,20.22384131532385,0.8576856893152824,0.7640799359622252,6979.863929611484,6979.863929611484,0.8989317261420977,10.178619210051274,0.2663088569940731,0.6410277128949265,11.984887506082371,11.984887506082371,calibrated_ergun_with_preprocessing_reference
26,488.8086563744196,28.74422588909281,110.77430404192324,0.7461482486337878,26541.620812526835,25.60318517725644,17.632112235493796,75.89385156933896,6.4740361951672405,17.690701108223102,7.234889872511681,7.4632746304136255,16.8172044022451,3.0481159271041904,3.1626142731545452,0.8512204008912948,0.3488967110850739,2.63201541883336,4.859362657937641,14.763590845289041,1.8251166618356052,2.2247024125703625,1.9780203490250576,2.969042086904943,0.003021943368879047,0.39336265279209764,0.8676370277967674,679.4293500752378,2173.397126618244,9,1.2656619880119042,1.855067488879876e-05,11.076150541262097,1.5998020932745731,329.84553145602814,0.4863597410206077,30.19146684162763,0.7327509178774823,0.7353128601198615,7093.22380019171,7093.22380019171,1.1075532108514732,5.536111366713486,0.3488817339021768,0.6706427333628265,7.663189044829963,7.663189044829963,calibrated_ergun_with_preprocessing_reference
27,642.0999860123775,51.245653238191,111.55843863523461,0.6784527384689011,79970.06213119483,41.01982233201668,8.84819272311832,86.26357530591734,4.888231970964347,9.3248956108874,7.957453290543729,11.827205025464368,16.381076275539122,3.9118887465046224,1.446400247657269,0.8357215385005489,0.12191431254123308,1.5318795045995668,10.385299455500663,15.682095597052873,3.363436235146541,1.2965138895825545,2.1749785993158492,3.4805041969254993,0.004039478583939146,0.3748643729837065,0.7285988616600011,711.0154880564193,2014.6505976889957,6,1.1619997289178674,1.9594977274282345e-05,15.524207695479083,1.6316809363628593,390.8605259618884,0.49968224222986307,51.716572755887434,0.723340785986232,0.7445716032797324,22124.454533848562,22124.454533848562,2.266070436072289,5.757118994791737,0.608685214001113,0.3794338354136763,9.011308480278815,9.011308480278815,calibrated_ergun_with_preprocessing_reference
28,461.52418333960634,44.23301825868768,107.8336458852723,0.8838899597162863,75550.79626750805,33.70520696236855,16.956348813836968,77.34236152417202,5.701289661991011,15.588130178621993,4.07342001977854,0.10377649302892651,18.10910110564897,2.7123767234639446,0.11332943905886012,0.9462692743631337,0.2345246430035075,0.8375615458192942,0.07943834804916154,16.62264044047811,1.980839663288329,0.09073767475735323,2.1612609090194628,3.6385478576667953,0.005402614776319896,0.3658756451787935,0.7692523815926727,676.817510142554,630.7383069601846,23,1.149997684909278,1.9273455976446915e-05,11.294266843598006,1.0862054559394096,350.14937205965833,0.7279955418777708,15.436355171665097,0.6982859537740042,0.7929163587028571,22794.736437465715,22794.736437465715,0.013300984088824585,5.419331439900965,0.2531354730006759,0.022387657424876785,5.708155554415343,5.708155554415343,calibrated_ergun_with_preprocessing_reference
29,620.9599544736034,37.604790140815425,101.81465247020923,0.9316371400698477,59304.289096624045,34.26112100768481,13.952128404133717,82.30128794541372,3.746583650452558,6.0381549691898035,7.038722000194519,4.924906316018822,4.961380475430995,2.303738999195904,3.491554330047581,0.7654483338349863,0.1908905669599517,1.4162593085860251,3.984788157129342,4.629902219280325,1.7980126489590074,2.9250252622584627,1.310255068606492,2.8251124183273895,0.004025780815636981,0.4461166977169881,0.8895606372550192,759.7235414146883,2292.3125602201803,5,1.1159807425439225,1.8966318424414794e-05,15.758153521927593,2.5138767278865624,595.4808043069268,0.23252001893708224,29.925678018247883,0.6583995605488013,0.7218931895974445,20258.371216747702,20258.371216747702,0.9643671528781071,1.7889515707698482,0.37024225425608215,0.9190472368448426,4.04260821474888,4.04260821474888,calibrated_ergun_with_preprocessing_reference
30,431.1596968478388,38.94631158629571,106.75297323243011,0.7017532862014418,45813.119596994584,33.721388114609056,14.53439209009495,82.36992486930127,3.095683040603779,4.996650986971211,5.9483734622212845,3.9378456296742903,31.835455541918606,2.1228728005874387,2.6006896434687388,0.9510923040168857,0.22746111996255136,0.24437468740451593,3.042138852508938,29.30099061168962,1.5675711221138335,2.0978672313370925,2.446972054697949,3.1044581258063326,0.005255889364724747,0.4249027964333941,0.7797535837734832,737.3392957300589,639.8442951085775,12,1.171159647768906,1.902873984547548e-05,10.48047579866388,1.384584627553668,447.8904393571155,0.7509293748786953,11.765684856480387,0.7650131028865402,0.7868684515801377,10765.482821185593,10765.482821185593,0.5286876097251786,9.703369266162909,0.2107516343544371,0.5296589683913104,10.972467478633835,10.972467478633835,calibrated_ergun_with_preprocessing_reference
31,611.4042224566076,47.01104652738492,108.80240422474725,0.7419924408222316,72507.0027595891,44.60025559433645,12.329724928677672,86.41937581139518,1.2508992599271422,4.148048864210649,5.176047436571102,6.767940268163987,3.7459166745461614,2.6151592849903533,3.3441695043754605,0.765071999801228,0.3048030290852931,0.9744928243957954,4.705051573759273,3.3462983123601893,1.6984845426439261,2.4777534588734023,2.493112273615532,3.1715087703040705,0.005023792430937072,0.4577566131741459,0.9095363335360387,713.2697639704546,2401.3671287512484,18,1.1516237811454262,1.9401241994484712e-05,14.9586574662332,1.8935243865328166,564.6556548257131,0.6027060642840903,27.528723577311172,0.7092430856206452,0.7841108020795331,21081.91239327349,21081.91239327349,0.8313057222670222,1.1160099567133737,0.23350445788648633,0.6320618694804695,2.8128820063473516,2.8128820063473516,calibrated_ergun_with_preprocessing_reference
